question id,domain,question,prompt_type,response,sources
13,Medicine,What is the difference between unstable angina and NSTEMI?,verification,"- Both conditions are non–ST-elevation acute coronary syndromes. ([academic.oup.com](https://academic.oup.com/eurheartj/article/42/14/1289/5898842?utm_source=openai))
- NSTEMI: ischemic symptoms plus a rise/fall in cardiac troponin indicating acute cardiomyocyte necrosis. ([pmc.ncbi.nlm.nih.gov](https://pmc.ncbi.nlm.nih.gov/articles/PMC8026278/?utm_source=openai))
- Unstable angina: ischemic symptoms at rest or minimal exertion without troponin elevation (no myocardial necrosis). ([pmc.ncbi.nlm.nih.gov](https://pmc.ncbi.nlm.nih.gov/articles/PMC8026278/?utm_source=openai))
- Prognosis/management: NSTEMI carries higher short‑term mortality; unstable angina patients are lower risk and derive less benefit from aggressive pharmacologic/invasive strategies. ([academic.oup.com](https://academic.oup.com/eurheartj/article/42/14/1289/5898842?utm_source=openai))

Source relevance: The 2020 ESC guideline and its companion Q&A explicitly define NSTEMI vs unstable angina by troponin/necrosis and outline their differing risks, with ACC summaries reinforcing these points.

Sources:
https://academic.oup.com/eurheartj/article/42/14/1289/5898842
https://pmc.ncbi.nlm.nih.gov/articles/PMC8026278/
https://www.acc.org/Latest-in-Cardiology/ten-points-to-remember/2020/08/28/20/42/2020-ESC-Guidelines-for-Acute-Coronary-Syndromes-ESC-2020",https://academic.oup.com/eurheartj/article/42/14/1289/5898842?utm_source=openai; https://pmc.ncbi.nlm.nih.gov/articles/PMC8026278/?utm_source=openai; https://academic.oup.com/eurheartj/article/42/14/1289/5898842; https://pmc.ncbi.nlm.nih.gov/articles/PMC8026278/; https://www.acc.org/Latest-in-Cardiology/ten-points-to-remember/2020/08/28/20/42/2020-ESC-Guidelines-for-Acute-Coronary-Syndromes-ESC-2020
13,Medicine,What is the difference between unstable angina and NSTEMI?,icl,"Key differences
- Biomarkers/pathology: NSTEMI = myocardial necrosis with a rise/fall in cardiac troponin above the 99th percentile; unstable angina (UA) = ischemia without biomarker elevation (no rise/fall), hence no necrosis.
- ECG: Both are non–ST-elevation ACS; may show ST depression or T‑wave inversion (or be normal). No persistent ST elevation.
- Prognosis: NSTEMI generally carries higher short‑term mortality and risk than UA.
- Management: Both receive anti‑ischemic and antithrombotic therapy. Early invasive strategy is prioritized for NSTEMI or high‑risk features; routine aggressive invasion benefits UA less.
- Note: With high‑sensitivity troponin testing, many cases once labeled UA are now classified as NSTEMI.

Sources:
https://www.acc.org/Latest-in-Cardiology/ten-points-to-remember/2018/08/24/00/09/Fourth-Universal-Definition-of-MI-ESC-2018
https://www.ncbi.nlm.nih.gov/books/NBK513228/
https://www.ncbi.nlm.nih.gov/books/NBK442000/
https://www.acc.org/latest-in-cardiology/ten-points-to-remember/2020/08/28/20/42/2020-esc-guidelines-for-acute-coronary-syndromes-esc-2020
https://pubmed.ncbi.nlm.nih.gov/25820165/",https://www.acc.org/Latest-in-Cardiology/ten-points-to-remember/2018/08/24/00/09/Fourth-Universal-Definition-of-MI-ESC-2018; https://www.ncbi.nlm.nih.gov/books/NBK513228/; https://www.ncbi.nlm.nih.gov/books/NBK442000/; https://www.acc.org/latest-in-cardiology/ten-points-to-remember/2020/08/28/20/42/2020-esc-guidelines-for-acute-coronary-syndromes-esc-2020; https://pubmed.ncbi.nlm.nih.gov/25820165/
14,Medicine,What red-flag findings in acute headache mandate emergent neuroimaging?,direct,"Emergent neuroimaging is warranted for acute headache with any of the following:
- Thunderclap onset (sudden, maximal within minutes), including with exertion/sex/Valsalva. ([nice.org.uk](https://www.nice.org.uk/guidance/ng228/chapter/Recommendations))
- New focal neurologic deficit, altered mental status, or first seizure. ([hopkinsmedicine.org](https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache))
- Papilledema or other signs of raised intracranial pressure. ([hopkinsmedicine.org](https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache))
- Fever, neck stiffness, immunosuppression, or suspected CNS infection. ([hopkinsmedicine.org](https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache))
- Head trauma or anticoagulation/bleeding risk. ([hopkinsmedicine.org](https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache))
- New headache in pregnancy or postpartum (e.g., CVT, RCVS, preeclampsia). ([americanheadachesociety.org](https://americanheadachesociety.org/research/library/red-flags-in-headache-what-if-it-isnt-migraine))
- Known cancer or HIV/immunocompromise with new headache. ([hopkinsmedicine.org](https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache))
- New-onset after age 50 or substantial change/progression in pattern. ([americanheadachesociety.org](https://americanheadachesociety.org/research/library/red-flags-in-headache-what-if-it-isnt-migraine))
- Positional headache or one triggered by cough/exertion. ([hopkinsmedicine.org](https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache))

These align with SNOOP/SNNOOP10 red flags; for suspected hemorrhage, start with noncontrast head CT and follow ACEP guidance for LP/CTA when indicated. ([acep.org](https://www.acep.org/patient-care/clinical-policies/headache))

Sources:
https://www.acep.org/patient-care/clinical-policies/headache
https://pubmed.ncbi.nlm.nih.gov/31543134/
https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache
https://americanheadachesociety.org/research/library/red-flags-in-headache-what-if-it-isnt-migraine
https://www.nice.org.uk/guidance/ng228/chapter/Recommendations",https://www.nice.org.uk/guidance/ng228/chapter/Recommendations; https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache; https://americanheadachesociety.org/research/library/red-flags-in-headache-what-if-it-isnt-migraine; https://www.acep.org/patient-care/clinical-policies/headache; https://pubmed.ncbi.nlm.nih.gov/31543134/
14,Medicine,What red-flag findings in acute headache mandate emergent neuroimaging?,precise,"Emergent neuroimaging is indicated for acute headache with any of these red flags:
- Thunderclap onset or onset with exertion/sex/cough.
- Focal neurologic deficit, new seizure, or altered mental status.
- Papilledema or signs of increased intracranial pressure.
- Fever/meningismus or suspected CNS infection; immunocompromise or known cancer.
- Head trauma.
- New headache in pregnancy/postpartum (preeclampsia risk).
- New or progressive headache at age ≥50 (consider temporal arteritis).
- Positional headache or marked change from prior pattern (“worst ever”).

These features warrant urgent CT and/or MRI based on scenario per ACEP clinical policy and ACR Appropriateness Criteria; Hopkins summarizes practical red flags. ([acep.org](https://www.acep.org/patient-care/clinical-policies/headache))

Sources:
https://www.acep.org/patient-care/clinical-policies/headache
https://pubmed.ncbi.nlm.nih.gov/37236753/
https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache",https://www.acep.org/patient-care/clinical-policies/headache; https://pubmed.ncbi.nlm.nih.gov/37236753/; https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache
14,Medicine,What red-flag findings in acute headache mandate emergent neuroimaging?,verification,"Red flags mandating emergent neuroimaging:
- Thunderclap or abrupt maximal-onset headache (including exertional/sexual). 
- New focal neurologic deficit or altered mental status. 
- Papilledema or other signs of raised intracranial pressure. 
- Fever, meningismus, or systemic infection; immunocompromised state. 
- New headache in patients with cancer or HIV. 
- New or progressive headache after age >50. 
- Pregnancy or postpartum. 
- Headache after head trauma. 
- Positional headache or triggered by cough/Valsalva. 
- Ocular pain/red eye suggesting acute angle-closure glaucoma. 
In the ED, noncontrast head CT is first-line; add LP or CTA if SAH risk persists. ([pubmed.ncbi.nlm.nih.gov](https://pubmed.ncbi.nlm.nih.gov/37236753/?utm_source=openai))

These sources are current ED policy and imaging guidelines plus a peer‑reviewed primary‑care review that enumerate headache red flags and specify when emergent CT/MRI (and LP/CTA for suspected SAH) is indicated.

Sources:
https://pubmed.ncbi.nlm.nih.gov/37236753/
https://pubmed.ncbi.nlm.nih.gov/36126007/
https://www.acep.org/patient-care/clinical-policies/headache",https://pubmed.ncbi.nlm.nih.gov/37236753/?utm_source=openai; https://pubmed.ncbi.nlm.nih.gov/37236753/; https://pubmed.ncbi.nlm.nih.gov/36126007/; https://www.acep.org/patient-care/clinical-policies/headache
14,Medicine,What red-flag findings in acute headache mandate emergent neuroimaging?,icl,"Red flags that mandate emergent neuroimaging in acute headache:
- Thunderclap/worst-ever onset or onset with exertion/sex/Valsalva. ([pubmed.ncbi.nlm.nih.gov](https://pubmed.ncbi.nlm.nih.gov/36126007/?utm_source=openai))
- New focal neurologic deficit, altered mental status, or new seizure. ([pubmed.ncbi.nlm.nih.gov](https://pubmed.ncbi.nlm.nih.gov/36126007/?utm_source=openai))
- Papilledema or other signs of raised intracranial pressure. ([pubmed.ncbi.nlm.nih.gov](https://pubmed.ncbi.nlm.nih.gov/36126007/?utm_source=openai))
- Fever/meningismus with concern for CNS infection; in suspected meningitis, get head CT before LP if immunocompromised, new seizure, focal deficit, papilledema, or altered consciousness. ([ccjm.org](https://www.ccjm.org/content/84/2/111?utm_source=openai))
- New headache in cancer or immunocompromised, pregnancy/postpartum, age >50 with new or rapidly worsening pattern, recent head trauma, or suspected cervical artery dissection (neck pain/Horner). ([pubmed.ncbi.nlm.nih.gov](https://pubmed.ncbi.nlm.nih.gov/24933450/?utm_source=openai))

Initial ED test is noncontrast head CT for suspected hemorrhage/mass; MRI is preferred for other concerning features. ([pubmed.ncbi.nlm.nih.gov](https://pubmed.ncbi.nlm.nih.gov/36126007/?utm_source=openai))

Sources:
https://pubmed.ncbi.nlm.nih.gov/36126007/
https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache
https://www.acep.org/patient-care/clinical-policies/headache
https://www.ccjm.org/content/84/2/111
https://pubmed.ncbi.nlm.nih.gov/24933450/",https://pubmed.ncbi.nlm.nih.gov/36126007/?utm_source=openai; https://www.ccjm.org/content/84/2/111?utm_source=openai; https://pubmed.ncbi.nlm.nih.gov/24933450/?utm_source=openai; https://pubmed.ncbi.nlm.nih.gov/36126007/; https://www.hopkinsmedicine.org/imaging/provider-information/order-wisely/headache; https://www.acep.org/patient-care/clinical-policies/headache; https://www.ccjm.org/content/84/2/111; https://pubmed.ncbi.nlm.nih.gov/24933450/
15,Medicine,What is the first-line acute treatment for ischemic stroke within the thrombolysis window?,direct,"Intravenous thrombolysis with alteplase (tPA) is first-line for eligible acute ischemic stroke within 4.5 hours of last-known-well. Standard dose: 0.9 mg/kg (max 90 mg), give 10% as an IV bolus over 1 minute, then infuse the remainder over 60 minutes after hemorrhage is excluded on imaging. 

Note: Many guidelines now accept tenecteplase 0.25 mg/kg IV bolus as a reasonable alternative to alteplase in the <4.5‑hour window, particularly when large-vessel occlusion is suspected and thrombectomy is planned.

Sources:
https://professional.heart.org/en/science-news/2019-update-to-the-2018-acute-ischemic-stroke-guidelines
https://www.ncbi.nlm.nih.gov/books/NBK499977/
https://pubmed.ncbi.nlm.nih.gov/37021186/
https://www.acc.org/latest-in-cardiology/ten-points-to-remember/2019/11/06/15/31/guidelines-for-the-early-management-of-ais",https://professional.heart.org/en/science-news/2019-update-to-the-2018-acute-ischemic-stroke-guidelines; https://www.ncbi.nlm.nih.gov/books/NBK499977/; https://pubmed.ncbi.nlm.nih.gov/37021186/; https://www.acc.org/latest-in-cardiology/ten-points-to-remember/2019/11/06/15/31/guidelines-for-the-early-management-of-ais
15,Medicine,What is the first-line acute treatment for ischemic stroke within the thrombolysis window?,precise,"Intravenous thrombolysis with alteplase (tPA) is first-line for eligible acute ischemic stroke within the thrombolysis window: ideally ≤3 hours from last known well, and for selected patients up to 4.5 hours. Standard dose: 0.9 mg/kg (max 90 mg), 10% IV bolus, remainder over 60 minutes. Tenecteplase 0.25 mg/kg IV bolus is a guideline-supported alternative and has been shown noninferior to alteplase in randomized trials, especially reasonable when bridging to thrombectomy.

Sources:
https://professional.heart.org/en/science-news/2019-update-to-the-2018-acute-ischemic-stroke-guidelines/top-things-to-know
https://jamanetwork.com/journals/jama/fullarticle/2823655",https://professional.heart.org/en/science-news/2019-update-to-the-2018-acute-ischemic-stroke-guidelines/top-things-to-know; https://jamanetwork.com/journals/jama/fullarticle/2823655
15,Medicine,What is the first-line acute treatment for ischemic stroke within the thrombolysis window?,verification,"Intravenous thrombolysis—IV alteplase (tPA) 0.9 mg/kg (max 90 mg) started as soon as possible within 4.5 hours of onset after excluding hemorrhage; IV tenecteplase 0.25 mg/kg is an evidence-based alternative in this window.

Why these sources: AHA/ASA guidelines designate IV alteplase as standard therapy within 4.5 hours, and ESO’s expedited recommendation plus recent RCT evidence support tenecteplase 0.25 mg/kg as a safe, effective alternative.

Sources:
https://professional.heart.org/en/science-news/2019-update-to-the-2018-acute-ischemic-stroke-guidelines/top-things-to-know
https://academic.oup.com/esj/article/6/1/I/8271518
https://pmc.ncbi.nlm.nih.gov/articles/PMC10069183/
https://pubmed.ncbi.nlm.nih.gov/39264623/
https://www.acc.org/Latest-in-Cardiology/Clinical-Trials/2024/09/25/14/33/original",https://professional.heart.org/en/science-news/2019-update-to-the-2018-acute-ischemic-stroke-guidelines/top-things-to-know; https://academic.oup.com/esj/article/6/1/I/8271518; https://pmc.ncbi.nlm.nih.gov/articles/PMC10069183/; https://pubmed.ncbi.nlm.nih.gov/39264623/; https://www.acc.org/Latest-in-Cardiology/Clinical-Trials/2024/09/25/14/33/original
15,Medicine,What is the first-line acute treatment for ischemic stroke within the thrombolysis window?,icl,"Intravenous thrombolysis—specifically alteplase (rt‑PA)—is first‑line. Dose: 0.9 mg/kg (max 90 mg), give 10% as an IV bolus then infuse the remainder over 60 minutes. Start as soon as possible within 4.5 hours after symptom onset once intracranial hemorrhage is excluded. ([pubmed.ncbi.nlm.nih.gov](https://pubmed.ncbi.nlm.nih.gov/31662117/?utm_source=openai))

Tenecteplase 0.25 mg/kg IV bolus is an acceptable alternative in many systems (ESO favors it for large‑vessel occlusion candidates; ACEP allows either agent). ([pubmed.ncbi.nlm.nih.gov](https://pubmed.ncbi.nlm.nih.gov/37021186/?utm_source=openai))

Sources:
https://pubmed.ncbi.nlm.nih.gov/31662117/
https://mdinteractive.com/mips_quality_measure/2024-mips-quality-measure-187
https://pubmed.ncbi.nlm.nih.gov/37021186/
https://www.acep.org/patient-care/clinical-policies/acute-ischemic-stroke",https://pubmed.ncbi.nlm.nih.gov/31662117/?utm_source=openai; https://pubmed.ncbi.nlm.nih.gov/37021186/?utm_source=openai; https://pubmed.ncbi.nlm.nih.gov/31662117/; https://mdinteractive.com/mips_quality_measure/2024-mips-quality-measure-187; https://pubmed.ncbi.nlm.nih.gov/37021186/; https://www.acep.org/patient-care/clinical-policies/acute-ischemic-stroke
16,Medicine,"What are standard infection-control precautions (contact, droplet, airborne) and when are they used?",direct,"These are transmission‑based precautions used with Standard Precautions.

- Contact: for pathogens spread by touch/fomites. Wear gloves and gown on entry; dedicate equipment; single room if possible. Examples: C. difficile, MRSA, scabies, draining wounds/diarrhea. ([cdc.gov](https://www.cdc.gov/infection-control/hcp/basics/transmission-based-precautions.html?utm_source=openai))
- Droplet: for large respiratory droplets. Wear a surgical mask on entry; mask patient during transport. Examples: influenza, pertussis, meningococcal disease, mumps, rubella. ([cdc.gov](https://www.cdc.gov/infection-control/hcp/basics/transmission-based-precautions.html?utm_source=openai))
- Airborne: for pathogens that remain suspended in air. Place in an airborne infection isolation room (negative pressure) and wear a fit‑tested N95 or higher; mask patient for transport. Examples: tuberculosis, measles, varicella/disseminated zoster. ([cdc.gov](https://www.cdc.gov/infection-control/hcp/basics/transmission-based-precautions.html?utm_source=openai))

Sources:
https://www.cdc.gov/infection-control/hcp/basics/transmission-based-precautions.html
https://www.cdc.gov/infection-control/hcp/isolation-precautions/appendix-a-type-duration.html
https://www.cdc.gov/infection-control/hcp/isolation-precautions/glossary.html",https://www.cdc.gov/infection-control/hcp/basics/transmission-based-precautions.html?utm_source=openai; https://www.cdc.gov/infection-control/hcp/basics/transmission-based-precautions.html; https://www.cdc.gov/infection-control/hcp/isolation-precautions/appendix-a-type-duration.html; https://www.cdc.gov/infection-control/hcp/isolation-precautions/glossary.html
